 ,Area,X,Y,Major,Minor,Angle,Circ.,%Area,AR,Round,Solidity
1,19,812.237,83.342,7.711,3.137,141.161,0.186,100,2.458,0.407,0.328
2,3,820.167,83.167,2.365,1.615,45.000,1.000,100,1.464,0.683,0.857
3,13,818.423,88.731,6.482,2.554,40.106,0.333,100,2.538,0.394,0.491
4,26,805.577,96.077,15.621,2.119,42.316,0.211,100,7.371,0.136,0.486
5,9,818.833,103.833,6.373,1.798,79.888,0.388,100,3.545,0.282,0.600
6,8,795.750,105.250,5.841,1.744,25.264,0.520,100,3.349,0.299,0.667
7,2,800.500,105.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
8,6,789.667,105.833,4.986,1.532,165.345,0.615,100,3.254,0.307,0.750
9,9,805.833,107.167,6.491,1.765,159.882,0.447,100,3.677,0.272,0.643
10,17,801.735,112.029,5.944,3.642,136.127,0.241,100,1.632,0.613,0.395
11,8,792.000,111.500,6.930,1.470,77.612,0.410,100,4.715,0.212,0.727
12,8,813.250,108.750,6.896,1.477,8.350,0.443,100,4.668,0.214,0.727
13,9,819.944,112.056,5.985,1.915,114.833,0.482,100,3.126,0.320,0.562
14,2,808.500,111.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
15,20,810.300,120.850,14.251,1.787,99.022,0.184,100,7.976,0.125,0.526
16,43,786.663,129.012,22.719,2.410,86.598,0.105,100,9.428,0.106,0.384
17,2,779.000,117.000,2.596,0.981,45.000,0.785,100,2.646,0.378,0.667
18,45,797.567,124.478,10.304,5.560,115.853,0.115,100,1.853,0.540,0.370
19,1,773.500,125.500,1.128,1.128,0.000,1.000,100,1.000,1.000,1.000
20,29,817.741,133.431,10.876,3.395,53.900,0.161,100,3.204,0.312,0.367
21,14,770.643,132.143,9.349,1.907,61.134,0.302,100,4.904,0.204,0.528
22,4,801.000,133.500,3.216,1.583,121.717,0.857,100,2.031,0.492,0.800
23,20,775.550,139.250,11.317,2.250,73.450,0.236,100,5.029,0.199,0.482
24,11,806.773,137.227,7.195,1.947,138.314,0.420,100,3.696,0.271,0.579
25,23,799.804,142.761,8.552,3.424,101.572,0.220,100,2.497,0.400,0.362
26,14,808.714,146.214,8.746,2.038,56.086,0.333,100,4.291,0.233,0.538
27,7,779.500,145.500,7.899,1.128,0.000,0.434,100,7.000,0.143,1.000
28,8,819.750,145.750,6.896,1.477,171.650,0.443,100,4.668,0.214,0.727
29,16,784.562,152.312,9.557,2.132,78.307,0.254,100,4.484,0.223,0.492
30,16,776.875,153.625,7.969,2.557,115.408,0.234,100,3.117,0.321,0.432
31,4,802.750,151.250,3.192,1.596,71.565,0.857,100,2.000,0.500,0.800
32,41,796.329,168.402,20.052,2.603,81.785,0.100,100,7.702,0.130,0.288
33,34,805.529,167.029,20.775,2.084,97.454,0.112,100,9.970,0.100,0.450
34,15,759.433,159.567,10.496,1.820,114.876,0.302,100,5.768,0.173,0.545
35,16,816.000,160.500,11.628,1.752,110.486,0.254,100,6.638,0.151,0.552
36,11,780.591,163.591,9.035,1.550,73.321,0.329,100,5.829,0.172,0.667
37,20,756.050,168.550,7.255,3.510,179.184,0.236,100,2.067,0.484,0.385
38,12,767.000,167.500,8.738,1.749,152.986,0.372,100,4.998,0.200,0.585
39,5,776.300,169.300,3.833,1.661,45.000,0.873,100,2.308,0.433,0.769
40,11,781.682,172.318,7.201,1.945,110.760,0.371,100,3.703,0.270,0.564
41,2,773.000,170.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
42,18,766.611,176.111,13.079,1.752,51.259,0.300,100,7.464,0.134,0.581
43,8,774.500,176.000,9.027,1.128,90.000,0.355,100,8.000,0.125,1.000
44,8,779.000,179.500,6.024,1.691,28.155,0.520,100,3.563,0.281,0.667
45,10,784.600,181.900,7.924,1.607,109.880,0.368,100,4.931,0.203,0.667
