 ,Area,X,Y,Major,Minor,Angle,Circ.,%Area,AR,Round,Solidity
1,10,811.400,78.300,5.648,2.255,66.255,0.482,100,2.505,0.399,0.606
2,16,803.375,88.875,9.288,2.193,40.052,0.316,100,4.235,0.236,0.492
3,5,795.500,93.700,4.839,1.316,11.749,0.513,100,3.678,0.272,0.667
4,9,800.833,97.167,6.583,1.741,127.027,0.482,100,3.781,0.264,0.667
5,6,819.333,107.833,4.387,1.742,32.243,0.686,100,2.519,0.397,0.706
6,1,821.500,120.500,1.128,1.128,0.000,1.000,100,1.000,1.000,1.000
7,38,805.474,132.974,19.401,2.494,63.816,0.131,100,7.780,0.129,0.345
8,7,790.214,125.214,5.325,1.674,45.000,0.687,100,3.182,0.314,0.737
9,17,777.088,126.324,9.886,2.190,9.644,0.245,100,4.515,0.221,0.472
10,2,786.000,127.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
11,9,783.944,132.056,6.603,1.736,103.655,0.416,100,3.805,0.263,0.621
12,14,789.929,131.714,5.745,3.103,81.015,0.351,100,1.852,0.540,0.500
13,21,782.690,142.690,13.451,1.988,47.573,0.236,100,6.767,0.148,0.494
14,5,815.900,137.900,4.076,1.562,20.994,0.764,100,2.610,0.383,0.769
15,4,764.500,143.000,3.216,1.583,148.283,1.000,100,2.031,0.492,0.800
16,8,763.000,147.500,5.066,2.011,38.736,0.479,100,2.520,0.397,0.615
17,13,771.500,146.500,7.846,2.110,158.710,0.301,100,3.719,0.269,0.520
18,27,777.611,160.833,15.161,2.268,83.354,0.141,100,6.686,0.150,0.375
19,19,768.816,166.026,9.374,2.581,110.986,0.236,100,3.633,0.275,0.481
20,23,754.457,174.848,7.844,3.733,29.847,0.170,100,2.101,0.476,0.303
21,42,770.762,186.310,15.433,3.465,94.674,0.109,100,4.454,0.225,0.280
22,6,811.167,185.000,5.923,1.290,76.836,0.404,100,4.593,0.218,0.667
23,8,752.000,195.500,6.110,1.667,47.855,0.567,100,3.665,0.273,0.727
24,4,747.500,197.000,3.216,1.583,148.283,1.000,100,2.031,0.492,0.800
25,28,783.321,203.821,13.896,2.566,34.108,0.168,100,5.416,0.185,0.359
26,22,752.818,206.227,12.336,2.271,103.982,0.193,100,5.432,0.184,0.431
27,18,765.778,210.167,12.501,1.833,98.828,0.219,100,6.819,0.147,0.537
28,7,730.500,205.500,7.899,1.128,0.000,0.434,100,7.000,0.143,1.000
29,9,764.722,220.722,6.825,1.679,45.000,0.565,100,4.065,0.246,0.720
30,7,769.357,220.643,6.247,1.427,95.512,0.472,100,4.378,0.228,0.737
31,9,729.278,225.278,7.015,1.633,69.321,0.416,100,4.295,0.233,0.667
32,6,715.500,227.000,4.633,1.649,129.690,0.686,100,2.810,0.356,0.750
33,9,722.500,229.500,10.155,1.128,0.000,0.340,100,9.000,0.111,1.000
34,45,721.011,246.033,26.754,2.142,113.286,0.099,100,12.493,0.080,0.352
35,14,733.786,231.000,10.616,1.679,3.183,0.262,100,6.322,0.158,0.651
36,8,751.500,234.000,6.110,1.667,42.145,0.621,100,3.665,0.273,0.727
37,12,744.417,238.917,8.480,1.802,46.655,0.446,100,4.707,0.212,0.615
38,15,750.567,242.500,8.946,2.135,87.546,0.238,100,4.190,0.239,0.508
39,20,736.350,245.450,6.738,3.779,87.050,0.213,100,1.783,0.561,0.385
40,6,741.500,246.000,6.770,1.128,90.000,0.458,100,6.000,0.167,1.000
41,18,705.278,250.778,10.315,2.222,87.496,0.219,100,4.643,0.215,0.562
42,8,744.875,250.375,7.295,1.396,4.265,0.410,100,5.225,0.191,0.727
43,35,757.957,257.843,11.088,4.019,115.874,0.123,100,2.759,0.362,0.255
44,67,728.037,265.888,20.865,4.088,5.601,0.065,100,5.103,0.196,0.205
45,15,702.033,269.033,6.779,2.817,32.830,0.242,100,2.406,0.416,0.395
46,23,710.543,279.283,14.919,1.963,100.681,0.163,100,7.600,0.132,0.484
47,24,742.208,284.708,9.033,3.383,52.197,0.147,100,2.670,0.374,0.293
48,16,691.188,280.562,12.333,1.652,172.178,0.244,100,7.466,0.134,0.604
49,9,732.722,283.278,7.876,1.455,96.659,0.363,100,5.414,0.185,0.720
50,10,757.100,288.400,7.158,1.779,130.293,0.482,100,4.024,0.249,0.645
51,30,724.067,295.167,12.037,3.173,51.329,0.132,100,3.793,0.264,0.299
