 ,Area,X,Y,Major,Minor,Angle,Circ.,%Area,AR,Round,Solidity
1,23,816.022,74.891,5.842,5.013,107.933,0.258,100,1.165,0.858,0.460
2,31,808.887,87.758,7.152,5.519,71.536,0.137,100,1.296,0.772,0.283
3,4,819.500,84.000,3.216,1.583,31.717,1.000,100,2.031,0.492,0.800
4,7,818.500,89.500,7.899,1.128,90.000,0.400,100,7.000,0.143,1.000
5,28,797.357,98.929,9.087,3.923,17.273,0.138,100,2.316,0.432,0.371
6,3,805.500,98.500,3.385,1.128,90.000,0.809,100,3.000,0.333,1.000
7,2,806.000,101.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
8,26,812.038,108.308,7.965,4.156,78.846,0.148,100,1.916,0.522,0.280
9,11,804.500,106.500,8.324,1.683,62.656,0.420,100,4.947,0.202,0.647
10,18,797.611,115.000,7.573,3.026,90.000,0.197,100,2.503,0.400,0.360
11,4,803.500,112.000,3.216,1.583,148.283,1.000,100,2.031,0.492,0.800
12,12,780.583,119.000,11.856,1.289,87.787,0.229,100,9.199,0.109,0.667
13,7,803.643,116.643,5.471,1.629,69.699,0.564,100,3.358,0.298,0.667
14,24,814.708,122.208,11.024,2.772,54.314,0.178,100,3.977,0.251,0.331
15,33,798.833,132.833,11.303,3.717,61.775,0.116,100,3.040,0.329,0.255
16,67,811.082,147.694,26.077,3.271,68.003,0.066,100,7.971,0.125,0.250
17,16,775.062,129.000,9.494,2.146,13.576,0.236,100,4.425,0.226,0.464
18,19,783.132,139.395,7.869,3.074,139.318,0.224,100,2.560,0.391,0.392
19,24,765.833,144.500,15.597,1.959,81.618,0.173,100,7.961,0.126,0.480
20,16,790.938,147.062,7.182,2.836,91.136,0.302,100,2.532,0.395,0.525
21,33,779.712,148.742,7.586,5.539,177.812,0.130,100,1.370,0.730,0.276
22,5,759.900,153.100,4.076,1.562,159.006,0.764,100,2.610,0.383,0.769
23,2,789.500,154.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
24,11,765.682,157.318,8.240,1.700,122.340,0.420,100,4.848,0.206,0.629
25,29,795.845,165.155,19.265,1.917,106.604,0.142,100,10.052,0.099,0.433
26,14,786.000,159.500,10.603,1.681,44.105,0.391,100,6.307,0.159,0.700
27,14,775.071,162.429,11.088,1.608,166.062,0.262,100,6.897,0.145,0.609
28,9,817.278,163.722,6.825,1.679,135.000,0.565,100,4.065,0.246,0.720
29,16,766.625,167.375,9.356,2.177,99.706,0.276,100,4.297,0.233,0.478
30,98,777.092,195.102,18.136,6.880,87.292,0.045,100,2.636,0.379,0.142
31,11,773.136,171.136,7.823,1.790,47.162,0.480,100,4.370,0.229,0.611
32,20,755.000,178.300,12.742,1.998,113.174,0.173,100,6.376,0.157,0.430
33,2,802.000,173.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
34,24,765.167,182.667,10.911,2.801,59.017,0.163,100,3.896,0.257,0.343
35,4,804.500,176.000,4.514,1.128,90.000,0.645,100,4.000,0.250,1.000
36,9,795.389,180.389,6.013,1.906,57.295,0.521,100,3.155,0.317,0.581
