 ,Area,X,Y,Major,Minor,Angle,Circ.,%Area,AR,Round,Solidity
1,16,24.062,2.438,12.777,1.594,165.161,0.254,100,8.014,0.125,0.571
2,35,39.729,7.014,11.466,3.887,120.292,0.128,100,2.950,0.339,0.262
3,7,63.214,1.786,5.325,1.674,135.000,0.687,100,3.182,0.314,0.737
4,12,70.333,1.833,9.237,1.654,12.279,0.332,100,5.585,0.179,0.545
5,9,82.722,2.722,6.825,1.679,45.000,0.565,100,4.065,0.246,0.720
6,25,105.020,2.060,13.562,2.347,3.223,0.168,100,5.778,0.173,0.424
7,53,157.104,8.783,14.737,4.579,143.120,0.082,100,3.218,0.311,0.206
8,6,186.000,1.167,4.224,1.809,0.000,0.686,100,2.335,0.428,0.750
9,5,193.700,1.300,3.833,1.661,135.000,0.873,100,2.308,0.433,0.769
10,4,197.000,1.500,3.216,1.583,58.283,0.857,100,2.031,0.492,0.800
11,7,209.500,0.929,4.567,1.952,0.000,0.621,100,2.340,0.427,0.778
12,19,221.711,1.079,12.969,1.865,179.077,0.220,100,6.953,0.144,0.717
13,6,240.667,1.833,4.387,1.742,147.757,0.686,100,2.519,0.397,0.706
14,6,268.833,1.000,3.995,1.912,9.462,0.686,100,2.089,0.479,0.800
15,5,306.500,1.500,3.732,1.706,148.283,0.873,100,2.188,0.457,0.714
16,5,310.700,1.700,3.833,1.661,45.000,0.873,100,2.308,0.433,0.769
17,9,329.722,1.722,6.621,1.731,25.608,0.521,100,3.826,0.261,0.621
18,8,355.000,1.500,6.365,1.600,159.183,0.520,100,3.977,0.251,0.667
19,3,360.167,1.167,2.365,1.615,45.000,1.000,100,1.464,0.683,0.857
20,5,366.700,1.300,3.833,1.661,135.000,0.873,100,2.308,0.433,0.769
21,4,370.500,1.000,3.216,1.583,31.717,1.000,100,2.031,0.492,0.800
22,9,376.278,0.833,6.385,1.795,4.486,0.447,100,3.558,0.281,0.750
23,80,390.413,10.188,10.445,9.752,67.094,0.057,100,1.071,0.934,0.190
24,3,402.167,1.167,2.365,1.615,45.000,1.000,100,1.464,0.683,0.857
25,13,412.500,1.192,10.044,1.648,0.000,0.286,100,6.094,0.164,0.619
26,9,431.500,1.056,6.348,1.805,0.000,0.447,100,3.516,0.284,0.692
27,17,449.735,4.382,10.190,2.124,151.217,0.204,100,4.797,0.208,0.410
28,3,481.500,0.500,3.385,1.128,0.000,0.967,100,3.000,0.333,1.000
29,4,493.000,0.500,4.514,1.128,0.000,0.740,100,4.000,0.250,1.000
30,4,498.000,0.500,4.514,1.128,0.000,0.740,100,4.000,0.250,1.000
31,5,504.500,1.500,3.732,1.706,148.283,0.873,100,2.188,0.457,0.714
32,3,508.167,1.167,2.365,1.615,45.000,1.000,100,1.464,0.683,0.857
33,9,533.611,2.611,5.688,2.014,53.483,0.482,100,2.824,0.354,0.581
34,3,545.167,0.833,2.365,1.615,135.000,1.000,100,1.464,0.683,0.857
35,17,552.500,2.735,9.331,2.320,148.274,0.288,100,4.023,0.249,0.472
36,7,562.643,1.071,4.903,1.818,173.868,0.621,100,2.697,0.371,0.737
37,38,580.079,8.947,13.487,3.587,133.347,0.115,100,3.760,0.266,0.258
38,18,593.389,6.111,9.896,2.316,82.277,0.236,100,4.273,0.234,0.493
39,6,605.000,1.500,4.633,1.649,140.310,0.769,100,2.810,0.356,0.750
40,4,615.000,0.500,4.514,1.128,0.000,0.740,100,4.000,0.250,1.000
41,17,621.794,4.794,8.853,2.445,68.146,0.245,100,3.621,0.276,0.430
42,14,647.786,3.714,8.055,2.213,124.442,0.317,100,3.640,0.275,0.500
43,9,659.167,3.167,6.491,1.765,69.882,0.416,100,3.677,0.272,0.643
44,6,715.500,2.000,4.633,1.649,50.310,0.686,100,2.810,0.356,0.750
45,15,738.100,2.167,7.130,2.679,8.827,0.302,100,2.662,0.376,0.492
46,23,751.239,5.804,6.822,4.293,120.605,0.180,100,1.589,0.629,0.315
47,43,519.919,6.570,13.101,4.179,170.537,0.098,100,3.135,0.319,0.269
48,36,771.583,3.639,18.078,2.535,2.740,0.108,100,7.130,0.140,0.330
49,19,5.395,7.605,11.206,2.159,151.022,0.255,100,5.191,0.193,0.458
50,4,360.000,4.500,3.216,1.583,121.717,0.857,100,2.031,0.492,0.800
51,12,370.167,8.333,9.618,1.589,103.062,0.298,100,6.055,0.165,0.632
52,19,405.500,8.500,11.053,2.189,117.209,0.236,100,5.050,0.198,0.458
53,12,548.000,7.500,8.367,1.826,117.628,0.332,100,4.582,0.218,0.571
54,30,676.333,4.900,12.961,2.947,2.185,0.146,100,4.398,0.227,0.324
55,7,709.500,3.500,7.899,1.128,0.000,0.434,100,7.000,0.143,1.000
56,4,196.000,5.500,3.216,1.583,121.717,0.857,100,2.031,0.492,0.800
57,2,308.500,5.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
58,24,419.042,8.250,5.718,5.344,15.787,0.171,100,1.070,0.935,0.457
59,19,824.184,10.184,8.923,2.711,46.982,0.220,100,3.291,0.304,0.404
60,7,32.786,7.643,6.295,1.416,109.227,0.419,100,4.447,0.225,0.609
61,26,62.692,13.269,18.116,1.827,61.890,0.183,100,9.914,0.101,0.505
62,17,345.265,8.735,6.125,3.534,84.440,0.265,100,1.733,0.577,0.410
63,48,719.938,20.354,17.416,3.509,123.965,0.096,100,4.963,0.201,0.247
64,13,172.731,11.269,9.576,1.728,104.444,0.272,100,5.540,0.181,0.591
65,11,563.136,6.864,8.286,1.690,170.927,0.329,100,4.902,0.204,0.595
66,39,129.910,15.115,17.409,2.852,47.891,0.117,100,6.103,0.164,0.284
67,12,304.500,9.833,6.074,2.516,67.726,0.351,100,2.414,0.414,0.471
68,10,312.900,8.600,7.924,1.607,160.120,0.392,100,4.931,0.203,0.667
69,25,540.220,12.780,11.831,2.691,133.518,0.183,100,4.397,0.227,0.394
70,6,654.000,8.000,6.076,1.257,14.679,0.441,100,4.833,0.207,0.667
71,17,798.676,12.265,9.493,2.280,31.492,0.207,100,4.164,0.240,0.386
72,22,553.318,14.818,12.336,2.271,44.300,0.220,100,5.433,0.184,0.419
73,4,659.500,9.000,3.216,1.583,148.283,1.000,100,2.031,0.492,0.800
74,33,636.348,19.803,10.500,4.002,95.052,0.112,100,2.624,0.381,0.253
75,4,664.000,9.500,4.514,1.128,0.000,0.740,100,4.000,0.250,1.000
76,6,760.167,11.333,4.986,1.532,104.655,0.555,100,3.254,0.307,0.750
77,38,22.421,18.974,14.686,3.295,117.233,0.106,100,4.458,0.224,0.250
78,22,105.955,12.455,11.139,2.515,24.304,0.200,100,4.430,0.226,0.423
79,14,179.571,13.500,6.696,2.662,100.573,0.251,100,2.515,0.398,0.438
80,10,468.200,14.700,8.758,1.454,82.361,0.325,100,6.024,0.166,0.714
81,27,656.315,15.315,7.932,4.334,164.783,0.164,100,1.830,0.546,0.309
82,27,668.241,20.611,20.209,1.701,85.792,0.135,100,11.880,0.084,0.529
83,13,222.269,13.269,5.250,3.153,154.280,0.294,100,1.665,0.601,0.441
