 ,Area,X,Y,Major,Minor,Angle,Circ.,%Area,AR,Round,Solidity
1,10,28.300,3.800,8.095,1.573,72.938,0.368,100,5.147,0.194,0.667
2,5,49.300,1.700,3.833,1.661,135.000,0.873,100,2.308,0.433,0.769
3,4,53.000,1.500,3.216,1.583,58.283,0.857,100,2.031,0.492,0.800
4,23,99.978,3.978,15.810,1.852,21.428,0.194,100,8.535,0.117,0.469
5,5,126.900,2.100,4.076,1.562,110.994,0.674,100,2.610,0.383,0.769
6,4,144.000,1.500,3.216,1.583,58.283,0.857,100,2.031,0.492,0.800
7,29,150.741,9.017,8.360,4.417,70.345,0.136,100,1.893,0.528,0.317
8,57,178.465,7.851,10.561,6.872,131.409,0.080,100,1.537,0.651,0.199
9,2,199.000,0.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
10,7,208.643,1.071,4.903,1.818,173.868,0.621,100,2.697,0.371,0.737
11,4,216.000,0.500,4.514,1.128,0.000,0.740,100,4.000,0.250,1.000
12,14,233.429,1.500,9.028,1.974,174.845,0.317,100,4.572,0.219,0.549
13,7,261.643,1.071,4.903,1.818,173.868,0.621,100,2.697,0.371,0.737
14,5,279.300,1.700,3.833,1.661,135.000,0.873,100,2.308,0.433,0.769
15,17,289.324,2.324,13.803,1.568,13.014,0.226,100,8.803,0.114,0.596
16,15,311.767,1.033,10.406,1.835,0.049,0.289,100,5.670,0.176,0.698
17,4,324.000,0.500,4.514,1.128,0.000,0.740,100,4.000,0.250,1.000
18,6,360.833,1.000,3.995,1.912,9.462,0.686,100,2.089,0.479,0.800
19,3,365.167,0.833,2.365,1.615,135.000,1.000,100,1.464,0.683,0.857
20,5,369.100,1.100,4.076,1.562,20.994,0.764,100,2.610,0.383,0.769
21,59,382.025,3.822,19.672,3.819,8.278,0.082,100,5.152,0.194,0.234
22,3,406.500,0.500,3.385,1.128,0.000,0.967,100,3.000,0.333,1.000
23,4,411.000,0.500,4.514,1.128,0.000,0.740,100,4.000,0.250,1.000
24,31,421.855,2.403,11.573,3.411,15.010,0.139,100,3.393,0.295,0.310
25,3,439.500,0.500,3.385,1.128,0.000,0.967,100,3.000,0.333,1.000
26,16,455.125,1.625,12.333,1.652,7.227,0.244,100,7.466,0.134,0.500
27,12,468.000,1.167,9.106,1.678,0.000,0.314,100,5.427,0.184,0.632
28,2,481.500,1.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
29,3,483.833,0.833,2.365,1.615,45.000,1.000,100,1.464,0.683,0.857
30,7,503.357,1.071,4.903,1.818,6.132,0.564,100,2.697,0.371,0.737
31,3,508.167,0.833,2.365,1.615,135.000,1.000,100,1.464,0.683,0.857
32,4,511.750,1.250,3.192,1.596,18.435,0.857,100,2.000,0.500,0.800
33,3,522.833,1.167,2.365,1.615,135.000,1.000,100,1.464,0.683,0.857
34,2,525.500,1.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
