 ,Area,X,Y,Major,Minor,Angle,Circ.,%Area,AR,Round,Solidity
1,11,33.682,1.682,9.196,1.523,9.688,0.329,100,6.039,0.166,0.611
2,10,47.700,1.000,7.629,1.669,6.608,0.368,100,4.571,0.219,0.690
3,5,59.300,1.700,3.833,1.661,135.000,0.873,100,2.308,0.433,0.769
4,10,66.500,2.000,7.758,1.641,12.933,0.368,100,4.727,0.212,0.625
5,69,104.109,5.616,19.555,4.493,162.340,0.064,100,4.353,0.230,0.188
6,2,123.500,1.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
7,2,125.500,1.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
8,7,140.643,1.071,4.903,1.818,173.868,0.621,100,2.697,0.371,0.737
9,3,151.833,1.167,2.365,1.615,135.000,1.000,100,1.464,0.683,0.857
10,5,155.500,1.500,3.732,1.706,31.717,0.873,100,2.188,0.457,0.714
11,3,172.833,1.167,2.365,1.615,135.000,1.000,100,1.464,0.683,0.857
12,3,175.833,0.833,2.365,1.615,45.000,1.000,100,1.464,0.683,0.857
13,3,180.167,0.833,2.365,1.615,135.000,1.000,100,1.464,0.683,0.857
14,3,182.833,0.833,2.365,1.615,45.000,1.000,100,1.464,0.683,0.857
15,3,186.167,0.833,2.365,1.615,135.000,1.000,100,1.464,0.683,0.857
16,6,190.333,0.833,4.986,1.532,14.655,0.615,100,3.254,0.307,0.750
17,16,204.062,1.562,10.968,1.857,1.538,0.244,100,5.905,0.169,0.582
18,35,238.300,11.786,15.606,2.856,98.997,0.116,100,5.465,0.183,0.302
19,2,249.000,0.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
20,6,258.833,1.000,3.995,1.912,9.462,0.686,100,2.089,0.479,0.800
21,7,293.643,1.071,4.903,1.818,173.868,0.621,100,2.697,0.371,0.737
22,12,302.917,3.583,7.377,2.071,126.469,0.372,100,3.562,0.281,0.545
23,7,329.500,1.500,5.499,1.621,28.155,0.621,100,3.393,0.295,0.700
24,7,355.214,2.214,5.325,1.674,45.000,0.687,100,3.182,0.314,0.737
25,10,363.500,1.500,5.673,2.244,176.830,0.408,100,2.527,0.396,0.556
26,53,376.613,7.066,15.652,4.311,12.383,0.085,100,3.630,0.275,0.231
27,20,417.350,1.750,11.289,2.256,4.656,0.213,100,5.005,0.200,0.465
28,12,430.500,2.000,9.146,1.671,15.969,0.351,100,5.474,0.183,0.571
29,7,450.500,0.929,4.567,1.952,0.000,0.621,100,2.340,0.427,0.778
30,3,471.500,0.500,3.385,1.128,0.000,0.967,100,3.000,0.333,1.000
31,20,487.850,1.350,11.994,2.123,178.890,0.220,100,5.649,0.177,0.563
32,7,499.786,2.214,5.325,1.674,135.000,0.687,100,3.182,0.314,0.737
33,3,521.833,1.167,2.365,1.615,135.000,1.000,100,1.464,0.683,0.857
34,3,524.833,0.833,2.365,1.615,45.000,1.000,100,1.464,0.683,0.857
