 ,Area,X,Y,Major,Minor,Angle,Circ.,%Area,AR,Round,Solidity
1,4,1.000,1.500,3.216,1.583,121.717,0.857,100,2.031,0.492,0.800
2,5,4.300,1.300,3.833,1.661,45.000,0.873,100,2.308,0.433,0.769
3,3,12.167,0.833,2.365,1.615,135.000,1.000,100,1.464,0.683,0.857
4,4,15.500,1.000,3.216,1.583,31.717,1.000,100,2.031,0.492,0.800
5,10,25.700,2.800,6.752,1.886,134.631,0.482,100,3.581,0.279,0.588
6,7,50.357,2.357,5.244,1.699,58.015,0.564,100,3.086,0.324,0.700
7,6,58.000,0.500,6.770,1.128,0.000,0.503,100,6.000,0.167,1.000
8,5,63.700,1.300,3.833,1.661,135.000,0.873,100,2.308,0.433,0.769
9,7,68.786,1.786,5.414,1.646,24.047,0.564,100,3.288,0.304,0.700
10,10,78.000,1.100,7.258,1.754,0.000,0.392,100,4.137,0.242,0.667
11,3,90.500,1.500,3.385,1.128,90.000,0.809,100,3.000,0.333,1.000
12,6,94.000,1.500,4.633,1.649,39.690,0.769,100,2.810,0.356,0.750
13,5,100.900,1.100,4.076,1.562,159.006,0.764,100,2.610,0.383,0.769
14,2,104.500,1.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
15,3,130.167,1.167,2.365,1.615,45.000,1.000,100,1.464,0.683,0.857
16,22,161.409,7.636,10.614,2.639,77.313,0.197,100,4.022,0.249,0.355
17,3,174.500,0.500,3.385,1.128,0.000,0.967,100,3.000,0.333,1.000
18,3,204.833,1.167,2.365,1.615,135.000,1.000,100,1.464,0.683,0.857
19,2,207.500,1.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
20,53,230.953,12.651,12.635,5.341,91.296,0.080,100,2.366,0.423,0.204
21,15,243.500,4.500,10.052,1.900,118.586,0.333,100,5.291,0.189,0.517
22,2,253.000,0.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
23,3,255.833,0.833,2.365,1.615,45.000,1.000,100,1.464,0.683,0.857
24,6,260.167,1.333,4.606,1.658,150.767,0.769,100,2.778,0.360,0.706
25,3,264.167,1.167,2.365,1.615,45.000,1.000,100,1.464,0.683,0.857
26,8,272.625,1.875,6.184,1.647,160.624,0.479,100,3.755,0.266,0.667
27,6,278.833,1.333,4.606,1.658,29.233,0.769,100,2.778,0.360,0.706
28,12,363.250,1.083,8.360,1.828,175.154,0.351,100,4.574,0.219,0.750
29,8,372.750,1.250,6.896,1.477,8.350,0.443,100,4.668,0.214,0.727
30,33,388.773,4.106,10.398,4.041,11.848,0.133,100,2.573,0.389,0.335
31,4,443.750,1.750,3.192,1.596,108.435,0.857,100,2.000,0.500,0.800
32,10,449.600,2.100,7.446,1.710,26.513,0.449,100,4.354,0.230,0.625
33,22,494.091,8.045,13.180,2.125,112.320,0.185,100,6.202,0.161,0.436
34,3,500.500,0.500,3.385,1.128,0.000,0.967,100,3.000,0.333,1.000
35,20,509.000,5.600,7.526,3.384,118.600,0.254,100,2.224,0.450,0.396
36,5,519.700,1.300,3.833,1.661,135.000,0.873,100,2.308,0.433,0.769
37,4,523.000,1.500,3.216,1.583,58.283,0.857,100,2.031,0.492,0.800
38,20,529.850,4.900,8.873,2.870,20.066,0.184,100,3.091,0.323,0.351
39,46,568.913,12.196,12.784,4.581,98.007,0.106,100,2.791,0.358,0.267
40,3,580.833,1.167,2.365,1.615,135.000,1.000,100,1.464,0.683,0.857
41,4,584.000,1.500,3.216,1.583,58.283,0.857,100,2.031,0.492,0.800
42,24,595.167,5.667,10.081,3.031,105.196,0.166,100,3.326,0.301,0.417
43,4,608.000,0.500,4.514,1.128,0.000,0.740,100,4.000,0.250,1.000
44,13,617.808,4.115,5.531,2.993,101.480,0.333,100,1.848,0.541,0.491
45,18,627.722,2.111,9.895,2.316,18.998,0.241,100,4.273,0.234,0.439
46,10,652.600,0.900,7.762,1.640,7.111,0.368,100,4.732,0.211,0.714
47,10,669.900,1.600,5.557,2.291,2.907,0.482,100,2.425,0.412,0.606
48,15,682.433,3.567,8.688,2.198,136.300,0.302,100,3.952,0.253,0.492
49,5,695.700,1.700,3.833,1.661,45.000,0.873,100,2.308,0.433,0.769
50,2,711.500,1.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
51,3,718.833,0.833,2.365,1.615,45.000,1.000,100,1.464,0.683,0.857
52,2,723.000,0.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
