 ,Area,X,Y,Major,Minor,Angle,Circ.,%Area,AR,Round,Solidity
1,3,48.500,0.500,3.385,1.128,0.000,0.967,100,3.000,0.333,1.000
2,10,57.400,1.500,5.788,2.200,7.994,0.358,100,2.631,0.380,0.556
3,6,65.500,2.000,4.633,1.649,129.690,0.686,100,2.810,0.356,0.750
4,10,71.500,2.000,7.796,1.633,27.344,0.449,100,4.773,0.210,0.667
5,25,106.140,2.220,13.130,2.424,6.004,0.166,100,5.416,0.185,0.391
6,17,148.029,3.971,9.192,2.355,156.808,0.235,100,3.903,0.256,0.425
7,8,156.875,3.125,5.424,1.878,93.563,0.479,100,2.888,0.346,0.762
8,3,178.833,1.167,2.365,1.615,135.000,1.000,100,1.464,0.683,0.857
9,2,181.500,1.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
10,21,195.405,7.024,11.379,2.350,97.246,0.193,100,4.843,0.206,0.420
11,7,210.500,0.929,4.567,1.952,0.000,0.621,100,2.340,0.427,0.778
12,14,222.786,1.000,9.552,1.866,0.488,0.302,100,5.118,0.195,0.718
13,13,242.346,3.654,7.407,2.235,115.692,0.316,100,3.314,0.302,0.500
14,3,307.833,1.167,2.365,1.615,135.000,1.000,100,1.464,0.683,0.857
15,5,312.100,1.100,4.076,1.562,20.994,0.764,100,2.610,0.383,0.769
16,13,322.808,1.577,8.383,1.975,176.613,0.333,100,4.246,0.236,0.542
17,4,332.000,0.500,4.514,1.128,0.000,0.740,100,4.000,0.250,1.000
18,4,347.000,0.500,4.514,1.128,0.000,0.740,100,4.000,0.250,1.000
19,13,357.808,1.577,7.766,2.131,174.276,0.352,100,3.644,0.274,0.553
20,5,367.700,1.300,3.833,1.661,135.000,0.873,100,2.308,0.433,0.769
21,4,371.000,1.500,3.216,1.583,58.283,0.857,100,2.031,0.492,0.800
22,51,389.971,3.775,17.676,3.674,6.882,0.093,100,4.811,0.208,0.261
23,12,414.000,1.167,9.106,1.678,0.000,0.314,100,5.427,0.184,0.632
24,8,432.000,1.000,5.449,1.869,0.000,0.520,100,2.915,0.343,0.727
25,5,460.500,1.100,3.244,1.963,0.000,0.764,100,1.653,0.605,0.833
26,4,505.500,1.000,3.216,1.583,148.283,1.000,100,2.031,0.492,0.800
27,3,508.833,0.833,2.365,1.615,45.000,1.000,100,1.464,0.683,0.857
28,7,534.786,2.786,5.930,1.503,79.178,0.472,100,3.946,0.253,0.737
29,3,556.500,0.500,3.385,1.128,0.000,0.967,100,3.000,0.333,1.000
30,2,562.500,1.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
31,4,565.750,1.250,3.192,1.596,18.435,0.857,100,2.000,0.500,0.800
32,62,583.597,13.290,16.776,4.705,120.279,0.071,100,3.565,0.280,0.203
33,4,593.000,1.500,3.216,1.583,121.717,0.857,100,2.031,0.492,0.800
34,5,596.300,1.300,3.833,1.661,45.000,0.873,100,2.308,0.433,0.769
35,12,612.833,1.000,7.843,1.948,1.918,0.372,100,4.026,0.248,0.774
36,6,647.000,1.500,4.633,1.649,140.310,0.769,100,2.810,0.356,0.750
37,3,651.167,1.167,2.365,1.615,45.000,1.000,100,1.464,0.683,0.857
38,27,664.019,6.833,9.579,3.589,144.465,0.173,100,2.669,0.375,0.351
39,10,708.700,2.800,6.251,2.037,149.632,0.419,100,3.069,0.326,0.541
40,8,715.625,2.125,5.987,1.701,35.008,0.567,100,3.518,0.284,0.667
41,15,738.367,2.167,7.057,2.706,2.823,0.333,100,2.608,0.383,0.484
42,6,757.000,1.167,4.224,1.809,0.000,0.686,100,2.335,0.428,0.750
43,2,771.000,0.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
44,5,783.500,1.100,3.244,1.963,0.000,0.764,100,1.653,0.605,0.833
45,15,793.167,1.900,9.959,1.918,174.942,0.276,100,5.194,0.193,0.600
46,9,803.389,1.389,7.320,1.565,11.559,0.447,100,4.676,0.214,0.621
47,3,823.500,0.500,3.385,1.128,0.000,0.967,100,3.000,0.333,1.000
48,24,29.583,6.417,8.317,3.674,126.729,0.168,100,2.264,0.442,0.294
49,47,520.968,6.628,13.459,4.446,169.703,0.086,100,3.027,0.330,0.274
50,16,133.500,9.250,9.538,2.136,77.320,0.254,100,4.465,0.224,0.500
51,20,181.350,11.250,11.300,2.254,91.839,0.206,100,5.014,0.199,0.455
52,32,318.281,10.406,16.702,2.440,147.374,0.130,100,6.846,0.146,0.323
53,13,560.500,6.500,8.305,1.993,50.270,0.371,100,4.167,0.240,0.542
54,23,653.370,11.630,10.462,2.799,118.024,0.172,100,3.738,0.268,0.346
55,17,371.853,10.147,10.601,2.042,117.005,0.255,100,5.192,0.193,0.486
56,10,594.400,8.900,9.413,1.353,87.203,0.325,100,6.958,0.144,0.714
57,14,621.286,10.643,12.012,1.484,86.283,0.251,100,8.095,0.124,0.718
58,22,798.545,10.591,7.537,3.717,46.394,0.182,100,2.028,0.493,0.317
59,25,63.540,13.540,17.424,1.827,60.607,0.194,100,9.538,0.105,0.505
60,14,262.929,6.429,11.088,1.608,13.938,0.262,100,6.897,0.145,0.609
61,25,495.140,13.300,10.893,2.922,109.145,0.176,100,3.728,0.268,0.352
62,41,719.305,19.695,25.899,2.016,114.463,0.105,100,12.849,0.078,0.402
63,7,157.071,8.929,5.135,1.736,143.825,0.687,100,2.959,0.338,0.667
64,10,164.900,10.400,7.158,1.779,49.707,0.482,100,4.024,0.249,0.645
65,29,331.845,10.948,6.708,5.505,148.552,0.480,100,1.218,0.821,0.460
66,40,546.300,14.150,12.255,4.156,161.156,0.126,100,2.949,0.339,0.256
67,36,764.639,20.944,9.387,4.883,97.578,0.094,100,1.923,0.520,0.197
68,8,10.000,8.500,9.027,1.128,0.000,0.381,100,8.000,0.125,1.000
69,13,232.808,9.808,8.275,2.000,23.410,0.316,100,4.137,0.242,0.520
70,37,300.014,18.824,14.587,3.230,54.568,0.136,100,4.517,0.221,0.312
71,44,414.386,14.568,15.512,3.611,150.532,0.109,100,4.295,0.233,0.272
72,124,13.855,29.411,13.730,11.499,88.983,0.034,100,1.194,0.837,0.172
73,44,400.023,22.750,13.554,4.133,133.677,0.102,100,3.279,0.305,0.215
74,46,43.587,26.130,17.740,3.302,86.804,0.092,100,5.373,0.186,0.267
75,38,158.816,22.263,10.020,4.829,103.536,0.102,100,2.075,0.482,0.247
76,2,160.000,12.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
77,40,367.525,21.125,8.148,6.251,1.577,0.105,100,1.303,0.767,0.248
78,22,468.182,16.682,14.665,1.910,27.598,0.206,100,7.678,0.130,0.500
79,20,566.850,13.550,9.499,2.681,166.419,0.199,100,3.543,0.282,0.426
80,18,78.389,18.444,10.105,2.268,78.699,0.216,100,4.455,0.224,0.462
81,23,638.370,20.326,10.378,2.822,79.342,0.194,100,3.678,0.272,0.393
82,20,168.450,17.750,12.109,2.103,169.832,0.168,100,5.758,0.174,0.412
83,25,506.940,21.940,15.340,2.075,74.080,0.159,100,7.392,0.135,0.407
84,7,595.071,16.929,5.052,1.764,113.296,0.564,100,2.863,0.349,0.667
85,18,382.167,19.611,9.169,2.500,121.424,0.216,100,3.668,0.273,0.383
86,34,92.000,25.324,14.082,3.074,56.470,0.142,100,4.581,0.218,0.313
87,33,123.530,25.530,16.312,2.576,59.452,0.146,100,6.333,0.158,0.337
88,13,136.577,18.423,9.832,1.683,166.894,0.301,100,5.841,0.171,0.553
89,8,604.625,17.125,5.263,1.936,22.737,0.520,100,2.719,0.368,0.615
90,8,348.375,20.125,4.992,2.040,123.956,0.479,100,2.447,0.409,0.593
91,18,617.222,22.722,12.895,1.777,59.947,0.255,100,7.256,0.138,0.571
92,35,624.071,25.786,9.151,4.870,60.559,0.142,100,1.879,0.532,0.260
93,59,280.415,27.771,9.343,8.040,40.583,0.075,100,1.162,0.861,0.211
94,45,444.344,28.744,16.580,3.456,65.889,0.104,100,4.798,0.208,0.254
95,8,575.625,19.875,6.184,1.647,160.624,0.479,100,3.755,0.266,0.667
96,8,181.000,21.500,6.024,1.691,118.155,0.567,100,3.563,0.281,0.667
97,6,570.000,20.500,4.633,1.649,39.690,0.769,100,2.810,0.356,0.750
98,3,599.500,19.500,3.385,1.128,0.000,0.967,100,3.000,0.333,1.000
99,11,595.864,24.864,6.844,2.046,73.559,0.329,100,3.345,0.299,0.524
100,8,604.000,22.500,5.802,1.756,107.496,0.479,100,3.305,0.303,0.640
101,35,824.586,32.071,17.958,2.482,96.141,0.122,100,7.237,0.138,0.335
102,57,247.921,27.430,10.076,7.203,9.726,0.073,100,1.399,0.715,0.264
103,20,783.100,26.400,10.510,2.423,134.728,0.220,100,4.338,0.231,0.404
104,28,59.571,29.786,8.140,4.379,65.814,0.164,100,1.859,0.538,0.284
105,14,563.143,24.071,4.513,3.950,0.694,0.232,100,1.143,0.875,0.467
106,17,579.559,29.147,10.839,1.997,95.525,0.235,100,5.428,0.184,0.500
107,39,668.756,26.321,14.273,3.479,18.077,0.117,100,4.102,0.244,0.281
108,27,798.907,27.759,8.654,3.972,97.426,0.173,100,2.179,0.459,0.342
109,33,539.470,31.106,13.768,3.052,117.755,0.163,100,4.511,0.222,0.371
110,4,568.250,24.750,3.192,1.596,71.565,0.857,100,2.000,0.500,0.800
111,21,176.310,28.786,8.470,3.157,3.040,0.206,100,2.683,0.373,0.375
112,14,187.429,28.071,8.627,2.066,152.397,0.317,100,4.175,0.240,0.538
113,8,693.500,28.000,6.110,1.667,42.145,0.621,100,3.665,0.273,0.727
114,60,218.767,35.300,12.966,5.892,147.328,0.070,100,2.201,0.454,0.172
115,3,519.500,28.500,3.385,1.128,90.000,0.809,100,3.000,0.333,1.000
116,43,568.012,40.128,11.288,4.850,96.904,0.105,100,2.327,0.430,0.236
117,49,477.888,35.418,8.781,7.105,102.991,0.089,100,1.236,0.809,0.271
118,2,591.500,29.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
119,11,744.682,32.682,9.869,1.419,85.453,0.295,100,6.954,0.144,0.710
120,43,140.128,36.012,12.859,4.258,39.730,0.099,100,3.020,0.331,0.219
121,16,313.625,30.875,10.265,1.985,167.886,0.244,100,5.172,0.193,0.457
122,15,419.433,30.233,9.453,2.020,9.878,0.289,100,4.679,0.214,0.625
123,42,492.619,35.476,8.935,5.985,122.380,0.343,100,1.493,0.670,0.368
124,24,106.958,32.375,10.763,2.839,167.440,0.183,100,3.791,0.264,0.393
125,36,305.250,35.861,15.090,3.038,163.212,0.123,100,4.968,0.201,0.287
126,39,621.321,39.013,12.591,3.944,159.920,0.117,100,3.193,0.313,0.220
127,10,635.700,33.200,6.943,1.834,58.345,0.419,100,3.786,0.264,0.625
128,17,643.559,34.441,12.334,1.755,130.737,0.330,100,7.028,0.142,0.607
129,17,686.265,35.265,11.832,1.829,55.186,0.301,100,6.467,0.155,0.557
130,11,515.773,33.773,8.328,1.682,45.000,0.480,100,4.952,0.202,0.710
131,12,524.417,33.083,9.406,1.624,170.826,0.298,100,5.791,0.173,0.600
132,45,592.811,44.967,14.264,4.017,116.299,0.093,100,3.551,0.282,0.225
133,22,595.682,39.136,14.258,1.965,111.837,0.185,100,7.257,0.138,0.431
134,12,693.583,34.583,6.836,2.235,104.808,0.372,100,3.059,0.327,0.533
135,6,734.833,32.667,4.387,1.742,122.243,0.686,100,2.519,0.397,0.706
136,15,156.033,37.833,9.919,1.925,123.323,0.283,100,5.152,0.194,0.517
137,57,343.553,40.518,16.484,4.403,138.889,0.087,100,3.744,0.267,0.200
138,4,501.000,32.500,4.514,1.128,0.000,0.740,100,4.000,0.250,1.000
139,48,262.271,45.271,12.823,4.766,95.144,0.092,100,2.691,0.372,0.238
140,21,419.690,37.310,12.420,2.153,161.042,0.206,100,5.769,0.173,0.429
141,11,507.864,35.136,8.571,1.634,154.505,0.394,100,5.245,0.191,0.667
142,12,76.333,35.500,6.386,2.392,162.250,0.372,100,2.669,0.375,0.522
143,26,461.846,39.962,8.205,4.035,148.410,0.183,100,2.033,0.492,0.347
144,22,674.182,37.955,7.246,3.866,150.697,0.193,100,1.874,0.533,0.396
145,3,320.500,35.500,3.385,1.128,0.000,0.967,100,3.000,0.333,1.000
146,14,759.071,39.429,7.963,2.238,139.459,0.302,100,3.558,0.281,0.475
147,6,116.500,39.000,6.770,1.128,90.000,0.458,100,6.000,0.167,1.000
148,46,207.022,44.435,14.742,3.973,133.220,0.095,100,3.711,0.269,0.202
149,23,241.370,43.674,12.867,2.276,80.335,0.194,100,5.654,0.177,0.418
150,25,726.540,38.540,10.812,2.944,0.412,0.178,100,3.672,0.272,0.413
151,9,739.278,37.722,7.015,1.633,159.321,0.447,100,4.295,0.233,0.667
152,14,165.214,38.714,8.959,1.990,22.786,0.317,100,4.502,0.222,0.519
153,7,84.500,38.500,7.899,1.128,0.000,0.434,100,7.000,0.143,1.000
154,9,91.944,40.056,6.603,1.736,166.345,0.416,100,3.805,0.263,0.621
155,12,514.000,42.500,8.367,1.826,117.628,0.372,100,4.582,0.218,0.585
156,24,640.708,44.292,11.095,2.754,139.539,0.210,100,4.028,0.248,0.410
157,35,76.671,53.671,22.617,1.970,76.090,0.112,100,11.479,0.087,0.409
158,11,102.045,40.045,9.820,1.426,8.528,0.311,100,6.885,0.145,0.710
159,16,651.688,42.562,5.785,3.521,74.974,0.276,100,1.643,0.609,0.438
160,7,745.786,41.214,5.414,1.646,114.047,0.564,100,3.288,0.304,0.700
161,9,433.167,41.611,8.053,1.423,162.857,0.353,100,5.659,0.177,0.621
162,5,471.300,41.700,3.833,1.661,135.000,0.873,100,2.308,0.433,0.769
163,4,576.500,42.000,4.514,1.128,90.000,0.645,100,4.000,0.250,1.000
