 ,Area,X,Y,Major,Minor,Angle,Circ.,%Area,AR,Round,Solidity
1,3,13.833,1.167,2.365,1.615,135.000,1.000,100,1.464,0.683,0.857
2,41,27.866,6.768,8.256,6.323,92.632,0.138,100,1.306,0.766,0.390
3,44,51.909,7.114,8.393,6.675,99.440,0.157,100,1.257,0.795,0.419
4,24,61.083,4.375,5.780,5.287,177.767,0.283,100,1.093,0.915,0.453
5,4,67.500,2.000,4.514,1.128,90.000,0.645,100,4.000,0.250,1.000
6,242,85.587,18.211,28.637,10.759,63.329,0.033,100,2.662,0.376,0.227
7,6,126.833,2.333,4.986,1.532,75.345,0.555,100,3.254,0.307,0.750
8,2,132.000,1.000,2.596,0.981,45.000,0.785,100,2.646,0.378,0.667
9,4,137.000,0.500,4.514,1.128,0.000,0.740,100,4.000,0.250,1.000
10,14,170.357,1.500,7.589,2.349,17.212,0.288,100,3.231,0.309,0.549
11,24,184.792,3.417,7.937,3.850,149.050,0.173,100,2.062,0.485,0.414
12,5,244.900,2.500,5.642,1.128,54.462,0.354,100,5.000,0.200,0.526
13,7,251.929,1.929,5.534,1.610,148.704,0.543,100,3.436,0.291,0.609
14,16,275.500,3.938,8.274,2.462,27.046,0.322,100,3.360,0.298,0.516
15,5,284.500,0.900,4.104,1.551,6.402,0.444,100,2.645,0.378,0.588
16,2,293.000,0.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
17,2,373.000,1.000,2.596,0.981,45.000,0.785,100,2.646,0.378,0.667
18,3,380.500,1.500,3.969,0.963,45.000,0.524,100,4.123,0.243,0.600
19,4,387.000,0.500,4.514,1.128,0.000,0.740,100,4.000,0.250,1.000
20,7,397.214,3.500,6.790,1.313,100.312,0.359,100,5.173,0.193,0.667
21,3,446.500,1.500,3.969,0.963,45.000,0.524,100,4.123,0.243,0.600
22,20,453.100,7.050,11.405,2.233,50.977,0.146,100,5.108,0.196,0.308
23,27,508.833,6.204,12.424,2.767,77.694,0.265,100,4.490,0.223,0.568
24,4,551.250,1.000,2.887,1.764,14.872,0.698,100,1.637,0.611,0.727
25,2,585.000,0.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
26,23,593.630,2.630,6.765,4.329,165.811,0.215,100,1.563,0.640,0.469
27,4,600.750,1.250,3.192,1.596,18.435,0.857,100,2.000,0.500,0.800
28,10,629.600,2.100,5.431,2.344,152.440,0.372,100,2.317,0.432,0.588
29,10,661.800,1.700,5.646,2.255,142.343,0.449,100,2.504,0.399,0.625
30,69,677.558,6.297,11.019,7.973,160.213,0.157,100,1.382,0.724,0.392
31,8,722.750,3.000,5.671,1.796,116.001,0.479,100,3.157,0.317,0.667
32,15,780.033,1.833,6.078,3.142,9.132,0.397,100,1.935,0.517,0.652
33,8,802.375,2.250,3.654,2.787,68.199,0.914,100,1.311,0.763,0.762
34,9,4.611,2.611,5.158,2.221,22.676,0.344,100,2.322,0.431,0.529
35,2,290.000,1.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
36,2,401.000,2.000,2.596,0.981,135.000,0.785,100,2.646,0.378,0.667
37,7,582.071,2.786,4.154,2.146,98.350,0.943,100,1.936,0.517,0.933
38,60,642.417,6.700,10.139,7.535,102.842,0.257,100,1.346,0.743,0.472
39,7,786.500,2.214,3.086,2.888,0.000,1.000,100,1.069,0.936,0.875
40,29,279.983,9.638,9.155,4.033,55.726,0.148,100,2.270,0.441,0.287
41,12,362.500,6.500,4.569,3.344,76.717,0.207,100,1.366,0.732,0.414
42,41,569.183,11.451,14.811,3.525,69.405,0.102,100,4.202,0.238,0.400
43,5,18.700,4.100,3.144,2.025,18.435,1.000,100,1.553,0.644,0.909
44,3,130.500,4.500,3.385,1.128,90.000,0.809,100,3.000,0.333,1.000
45,4,444.250,5.000,4.428,1.150,126.091,0.457,100,3.850,0.260,0.571
46,11,518.955,5.864,6.695,2.092,122.964,0.384,100,3.200,0.312,0.550
47,11,608.773,5.227,5.975,2.344,138.391,0.530,100,2.549,0.392,0.611
48,2,150.000,4.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
49,2,347.500,5.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
50,4,378.000,6.000,4.218,1.207,67.500,0.539,100,3.493,0.286,0.667
51,22,406.364,7.318,7.700,3.638,166.659,0.405,100,2.116,0.473,0.629
52,29,617.190,8.362,7.326,5.040,86.793,0.558,100,1.453,0.688,0.617
53,8,765.375,5.250,3.961,2.571,172.204,0.820,100,1.540,0.649,0.800
54,12,5.000,10.500,10.804,1.414,82.169,0.269,100,7.640,0.131,0.706
55,39,61.962,16.500,15.525,3.198,42.520,0.105,100,4.854,0.206,0.295
56,2,219.500,6.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
57,6,255.667,7.333,4.951,1.543,122.029,0.484,100,3.208,0.312,0.600
58,11,758.591,6.682,5.516,2.539,17.080,0.887,100,2.173,0.460,0.846
59,22,1.318,10.545,9.500,2.948,89.669,0.535,100,3.222,0.310,0.830
60,104,135.125,26.817,19.361,6.839,70.869,0.086,100,2.831,0.353,0.241
61,71,246.077,22.232,13.327,6.783,81.972,0.058,100,1.965,0.509,0.232
62,14,249.357,8.929,5.977,2.982,99.010,0.838,100,2.004,0.499,0.875
