 ,Area,X,Y,Major,Minor,Angle,Circ.,%Area,AR,Round,Solidity
1,29,1.431,6.397,12.856,2.872,82.810,0.308,100,4.476,0.223,0.707
2,2,6.500,1.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
3,3,17.500,1.500,3.385,1.128,90.000,0.809,100,3.000,0.333,1.000
4,34,27.971,5.265,6.662,6.498,11.678,0.210,100,1.025,0.975,0.447
5,43,54.663,4.360,10.063,5.441,24.366,0.190,100,1.850,0.541,0.450
6,169,87.405,11.127,19.061,11.289,80.559,0.072,100,1.688,0.592,0.325
7,5,126.900,2.500,4.104,1.551,96.402,0.403,100,2.645,0.378,0.588
8,2,130.500,1.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
9,3,167.833,0.833,2.365,1.615,45.000,1.000,100,1.464,0.683,0.857
10,19,186.079,2.605,7.102,3.406,142.329,0.430,100,2.085,0.480,0.567
11,8,243.500,4.000,5.896,1.728,81.237,0.270,100,3.413,0.293,0.485
12,14,255.214,5.500,7.424,2.401,105.971,0.188,100,3.092,0.323,0.346
13,44,276.659,6.182,8.853,6.328,112.779,0.090,100,1.399,0.715,0.338
14,7,361.786,3.500,5.447,1.636,70.714,0.267,100,3.329,0.300,0.438
15,10,377.300,3.700,6.284,2.026,53.119,0.337,100,3.102,0.322,0.541
16,25,408.900,5.100,10.876,2.927,162.429,0.149,100,3.716,0.269,0.382
17,3,444.500,0.833,3.213,1.189,28.155,0.754,100,2.702,0.370,0.667
18,15,451.767,6.100,8.241,2.318,48.820,0.163,100,3.556,0.281,0.361
19,17,509.088,3.618,7.492,2.889,76.893,0.367,100,2.593,0.386,0.667
20,86,572.942,16.837,16.510,6.632,104.915,0.061,100,2.489,0.402,0.245
21,3,581.500,0.500,3.385,1.128,0.000,0.967,100,3.000,0.333,1.000
22,10,594.000,1.700,5.364,2.373,136.288,0.650,100,2.260,0.442,0.690
23,16,607.938,3.188,5.275,3.862,113.199,0.671,100,1.366,0.732,0.640
24,3,630.500,0.500,3.385,1.128,0.000,0.967,100,3.000,0.333,1.000
25,46,642.457,5.326,8.877,6.598,86.593,0.320,100,1.345,0.743,0.472
26,5,664.300,1.100,3.713,1.715,173.953,0.641,100,2.165,0.462,0.667
27,35,681.271,5.471,12.911,3.452,123.999,0.230,100,3.741,0.267,0.476
28,5,723.300,0.900,3.144,2.025,18.435,1.000,100,1.553,0.644,0.909
29,3,777.500,0.833,3.213,1.189,28.155,0.754,100,2.702,0.370,0.667
30,5,802.300,0.900,3.144,2.025,18.435,1.000,100,1.553,0.644,0.909
31,6,151.333,2.333,3.327,2.296,24.699,0.686,100,1.449,0.690,0.750
32,2,372.000,1.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
33,4,397.500,3.000,4.514,1.128,90.000,0.645,100,4.000,0.250,1.000
34,7,765.214,2.786,3.576,2.493,172.027,0.800,100,1.435,0.697,0.700
35,38,62.842,13.105,14.029,3.449,45.388,0.114,100,4.068,0.246,0.305
36,3,490.500,2.833,3.213,1.189,28.155,0.754,100,2.702,0.370,0.667
37,19,670.868,6.237,8.826,2.741,59.604,0.453,100,3.220,0.311,0.603
