 ,Area,X,Y,Major,Minor,Angle,Circ.,%Area,AR,Round,Solidity
1,14,62.071,6.071,10.525,1.694,82.496,0.236,100,6.215,0.161,0.583
2,4,98.000,2.000,4.218,1.207,112.500,0.539,100,3.493,0.286,0.667
3,3,111.500,1.167,3.213,1.189,28.155,0.754,100,2.702,0.370,0.667
4,7,156.786,1.500,3.798,2.347,123.401,0.515,100,1.618,0.618,0.700
5,2,209.000,0.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
6,23,242.674,4.283,6.412,4.567,93.415,0.297,100,1.404,0.712,0.495
7,12,287.417,1.833,4.211,3.628,136.533,0.781,100,1.161,0.862,0.727
8,34,311.118,6.353,11.567,3.743,138.562,0.224,100,3.091,0.324,0.412
9,3,329.833,0.833,2.365,1.615,45.000,1.000,100,1.464,0.683,0.857
10,9,367.833,1.611,4.285,2.674,144.217,0.521,100,1.602,0.624,0.643
11,22,386.364,5.364,7.660,3.657,34.644,0.239,100,2.094,0.477,0.423
12,3,394.167,1.500,3.213,1.189,61.845,0.643,100,2.702,0.370,0.667
13,5,410.500,0.700,4.839,1.316,168.251,0.513,100,3.678,0.272,0.667
14,2,415.000,1.000,2.596,0.981,45.000,0.785,100,2.646,0.378,0.667
15,2,429.000,0.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
16,2,432.000,0.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
17,115,521.135,6.796,16.960,8.633,175.854,0.103,100,1.964,0.509,0.271
18,2,572.000,0.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
19,39,593.013,10.679,11.833,4.196,98.971,0.078,100,2.820,0.355,0.228
20,45,620.344,11.856,13.940,4.110,88.231,0.094,100,3.391,0.295,0.353
21,224,655.772,10.674,17.596,16.209,170.851,0.171,100,1.086,0.921,0.517
22,18,707.444,3.778,6.217,3.686,16.811,0.224,100,1.686,0.593,0.456
23,5,734.500,2.500,5.642,1.128,90.000,0.536,100,5.000,0.200,1.000
24,15,736.900,5.300,10.552,1.810,48.875,0.240,100,5.830,0.172,0.441
25,7,23.643,2.357,3.321,2.683,135.000,1.000,100,1.238,0.808,0.824
26,5,322.300,2.500,3.430,1.856,53.350,0.641,100,1.848,0.541,0.667
27,12,358.583,3.667,5.144,2.970,144.909,0.325,100,1.732,0.577,0.522
28,18,67.111,9.222,16.314,1.405,59.834,0.139,100,11.613,0.086,0.404
29,2,270.000,2.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
30,4,575.000,4.000,4.218,1.207,112.500,0.539,100,3.493,0.286,0.667
31,4,579.000,4.000,4.218,1.207,112.500,0.539,100,3.493,0.286,0.667
32,6,714.667,5.000,5.771,1.324,81.650,0.404,100,4.360,0.229,0.667
33,5,30.700,4.100,3.144,2.025,18.435,1.000,100,1.553,0.644,0.909
34,6,104.000,4.167,5.972,1.279,22.330,0.390,100,4.668,0.214,0.571
35,4,150.000,4.000,2.257,2.257,0.000,1.000,100,1.000,1.000,1.000
36,8,155.625,5.875,5.011,2.033,115.670,0.645,100,2.465,0.406,0.696
37,10,194.500,4.800,3.828,3.326,156.766,0.806,100,1.151,0.869,0.800
38,3,267.167,4.833,2.365,1.615,135.000,1.000,100,1.464,0.683,0.857
39,12,292.667,6.250,4.191,3.646,96.154,0.851,100,1.149,0.870,0.727
40,11,469.409,5.682,4.288,3.266,159.407,0.420,100,1.313,0.762,0.629
41,18,3.000,9.000,5.337,4.294,94.731,0.220,100,1.243,0.804,0.462
42,4,99.500,6.750,3.676,1.385,129.690,0.698,100,2.654,0.377,0.667
43,75,179.193,17.873,14.744,6.477,89.677,0.074,100,2.276,0.439,0.346
44,2,252.500,6.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
45,4,342.500,6.000,3.216,1.583,31.717,1.000,100,2.031,0.492,0.800
46,50,367.500,15.700,11.295,5.636,81.404,0.154,100,2.004,0.499,0.392
47,9,497.389,7.278,4.200,2.729,150.482,0.923,100,1.539,0.650,0.900
48,7,557.500,7.786,3.086,2.888,0.000,1.000,100,1.069,0.936,0.875
49,7,711.500,9.214,4.332,2.057,115.387,0.267,100,2.106,0.475,0.412
50,2,446.500,8.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
51,13,580.808,10.731,7.929,2.088,142.261,0.188,100,3.798,0.263,0.419
52,13,438.500,10.192,5.012,3.302,162.268,0.846,100,1.518,0.659,0.788
53,6,12.833,10.167,3.489,2.190,135.000,0.916,100,1.593,0.628,0.857
54,12,415.833,12.250,5.780,2.643,125.593,0.343,100,2.187,0.457,0.571
55,2,750.500,10.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
56,7,40.357,11.643,3.742,2.382,104.872,0.800,100,1.571,0.636,0.737
57,7,257.071,12.357,4.008,2.223,112.500,0.564,100,1.803,0.555,0.737
58,2,636.000,10.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
59,67,21.933,23.515,14.560,5.859,95.463,0.120,100,2.485,0.402,0.419
60,25,124.180,18.420,12.066,2.638,53.021,0.126,100,4.574,0.219,0.296
61,14,45.357,18.000,6.198,2.876,89.522,0.178,100,2.155,0.464,0.337
62,2,84.500,13.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
63,4,540.250,13.750,3.589,1.419,135.000,0.611,100,2.530,0.395,0.615
64,8,557.000,13.875,5.354,1.903,137.889,0.520,100,2.814,0.355,0.593
65,174,51.155,31.069,22.582,9.811,44.868,0.044,100,2.302,0.434,0.302
66,3,305.500,14.167,3.213,1.189,28.155,0.754,100,2.702,0.370,0.667
67,122,583.295,27.770,16.224,9.574,143.879,0.119,100,1.695,0.590,0.362
68,11,794.773,14.227,5.782,2.422,2.966,0.268,100,2.387,0.419,0.550
69,44,368.977,22.455,13.780,4.065,22.625,0.086,100,3.390,0.295,0.222
70,6,552.833,15.833,3.489,2.190,45.000,0.916,100,1.593,0.628,0.857
71,8,717.000,15.750,4.842,2.104,164.055,0.326,100,2.302,0.434,0.432
72,2,722.500,15.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
73,3,763.167,14.833,2.365,1.615,135.000,1.000,100,1.464,0.683,0.857
74,13,0.885,18.423,8.133,2.035,85.307,0.524,100,3.996,0.250,0.897
75,5,42.300,17.500,4.839,1.316,101.749,0.462,100,3.678,0.272,0.667
76,75,88.420,27.300,19.356,4.933,47.863,0.057,100,3.924,0.255,0.248
77,2,132.500,16.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
78,81,241.265,32.019,15.226,6.773,97.016,0.098,100,2.248,0.445,0.276
79,12,467.000,17.333,4.264,3.583,90.000,0.851,100,1.190,0.840,0.667
80,12,163.750,18.417,4.741,3.223,29.473,0.579,100,1.471,0.680,0.558
81,2,263.000,16.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
82,2,411.000,17.000,2.596,0.981,45.000,0.785,100,2.646,0.378,0.667
83,10,589.100,17.600,6.675,1.908,153.568,0.270,100,3.499,0.286,0.435
84,29,269.948,22.569,9.253,3.990,30.038,0.118,100,2.319,0.431,0.267
85,10,286.300,18.900,4.843,2.629,176.709,0.270,100,1.842,0.543,0.455
86,13,394.885,20.654,8.169,2.026,139.235,0.178,100,4.032,0.248,0.329
87,24,441.750,25.458,11.813,2.587,65.487,0.105,100,4.567,0.219,0.259
