 ,Area,X,Y,Major,Minor,Angle,Circ.,%Area,AR,Round,Solidity
1,19,816.816,74.553,8.117,2.981,15.077,0.472,100,2.723,0.367,0.745
2,12,819.250,81.833,6.137,2.490,84.895,0.372,100,2.465,0.406,0.533
3,7,811.500,86.500,3.772,2.363,135.000,1.000,100,1.596,0.626,0.875
4,4,817.000,89.250,2.887,1.764,104.872,0.698,100,1.637,0.611,0.727
5,44,810.068,96.477,10.319,5.429,54.745,0.327,100,1.901,0.526,0.568
6,130,815.769,111.385,14.968,11.058,104.242,0.139,100,1.354,0.739,0.431
7,9,801.833,103.944,4.821,2.377,119.170,0.467,100,2.029,0.493,0.600
8,2,808.000,104.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
9,39,795.577,108.987,8.219,6.041,7.055,0.432,100,1.360,0.735,0.600
10,8,786.000,108.750,4.501,2.263,21.355,0.914,100,1.989,0.503,0.800
11,2,802.500,113.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
12,3,788.167,115.167,2.365,1.615,45.000,1.000,100,1.464,0.683,0.857
13,6,792.000,116.333,3.931,1.943,30.964,0.769,100,2.023,0.494,0.706
14,6,778.833,118.500,3.145,2.429,54.217,0.686,100,1.295,0.772,0.750
15,120,785.383,138.108,30.664,4.983,87.575,0.107,100,6.154,0.162,0.438
16,85,797.782,126.559,11.487,9.421,106.290,0.287,100,1.219,0.820,0.493
17,12,771.083,131.000,6.913,2.210,64.022,0.372,100,3.128,0.320,0.615
18,40,813.950,137.400,11.353,4.486,46.451,0.098,100,2.531,0.395,0.400
19,16,805.312,136.562,5.019,4.059,167.636,0.719,100,1.236,0.809,0.727
20,3,789.167,135.833,2.365,1.615,135.000,1.000,100,1.464,0.683,0.857
21,8,766.625,138.625,3.538,2.879,45.000,1.000,100,1.229,0.814,0.941
22,4,800.000,139.000,2.257,2.257,0.000,1.000,100,1.000,1.000,1.000
23,83,803.886,154.404,21.149,4.997,107.557,0.080,100,4.233,0.236,0.396
