 ,Area,X,Y,Major,Minor,Angle,Circ.,%Area,AR,Round,Solidity
1,7,818.786,72.500,3.086,2.888,90.000,1.000,100,1.069,0.936,0.875
2,2,806.000,83.000,2.596,0.981,45.000,0.785,100,2.646,0.378,0.667
3,26,812.577,91.115,10.403,3.182,91.450,0.286,100,3.269,0.306,0.468
4,5,817.900,87.700,3.144,2.025,108.435,1.000,100,1.553,0.644,0.909
5,2,808.500,94.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
6,3,807.833,96.833,2.365,1.615,45.000,1.000,100,1.464,0.683,0.857
7,413,805.769,131.536,40.306,13.046,73.625,0.027,100,3.089,0.324,0.254
8,43,796.942,107.151,10.234,5.350,24.306,0.287,100,1.913,0.523,0.593
9,8,786.625,107.000,3.651,2.790,55.278,0.914,100,1.308,0.764,0.800
10,3,789.167,113.167,2.365,1.615,45.000,1.000,100,1.464,0.683,0.857
11,4,792.000,115.000,2.257,2.257,0.000,1.000,100,1.000,1.000,1.000
12,3,779.167,117.167,2.365,1.615,45.000,1.000,100,1.464,0.683,0.857
13,41,786.476,124.329,10.555,4.946,83.832,0.207,100,2.134,0.469,0.573
14,2,777.000,120.000,2.596,0.981,45.000,0.785,100,2.646,0.378,0.667
15,5,802.100,121.700,3.144,2.025,71.565,1.000,100,1.553,0.644,0.909
16,8,772.250,129.500,5.075,2.007,58.990,0.463,100,2.529,0.395,0.571
17,9,768.167,136.611,3.950,2.901,16.556,0.923,100,1.362,0.734,0.783
18,153,782.657,151.075,19.500,9.990,71.830,0.145,100,1.952,0.512,0.409
19,6,819.000,135.667,5.771,1.324,8.350,0.441,100,4.360,0.229,0.667
20,2,815.000,139.000,2.596,0.981,45.000,0.785,100,2.646,0.378,0.667
21,2,813.000,142.000,2.596,0.981,45.000,0.785,100,2.646,0.378,0.667
22,6,779.167,147.000,3.718,2.055,90.000,0.809,100,1.809,0.553,0.857
23,2,796.500,149.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
24,26,756.615,158.231,9.774,3.387,63.832,0.212,100,2.886,0.347,0.553
25,35,805.929,163.271,14.612,3.050,109.364,0.221,100,4.791,0.209,0.526
26,33,759.227,168.833,9.202,4.566,57.582,0.137,100,2.015,0.496,0.400
27,6,751.333,169.167,4.606,1.658,119.233,0.686,100,2.778,0.360,0.706
28,12,775.833,170.583,6.145,2.486,93.365,0.664,100,2.471,0.405,0.800
29,10,768.600,172.500,5.932,2.146,78.058,0.497,100,2.764,0.362,0.667
30,148,775.088,187.716,23.333,8.076,66.221,0.116,100,2.889,0.346,0.374
31,5,804.500,173.500,3.732,1.706,121.717,0.873,100,2.188,0.457,0.714
32,5,808.700,175.300,4.183,1.522,100.901,0.674,100,2.749,0.364,0.769
33,10,746.600,177.300,6.095,2.089,44.060,0.382,100,2.918,0.343,0.526
34,7,809.786,179.500,3.086,2.888,90.000,1.000,100,1.069,0.936,0.875
35,28,762.250,185.214,11.640,3.063,63.299,0.484,100,3.800,0.263,0.737
36,3,807.167,181.833,2.365,1.615,135.000,1.000,100,1.464,0.683,0.857
37,2,756.500,183.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
38,2,798.000,183.000,2.596,0.981,45.000,0.785,100,2.646,0.378,0.667
39,56,785.054,195.393,23.802,2.996,83.724,0.142,100,7.946,0.126,0.636
40,98,798.122,204.827,34.771,3.589,82.853,0.155,100,9.690,0.103,0.475
41,2,755.500,189.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
42,3,763.500,191.500,3.385,1.128,90.000,0.809,100,3.000,0.333,1.000
43,243,753.607,217.294,28.988,10.673,75.439,0.136,100,2.716,0.368,0.425
44,32,745.062,199.031,15.693,2.596,39.224,0.305,100,6.045,0.165,0.520
45,8,732.750,199.500,3.978,2.560,155.593,1.000,100,1.554,0.644,0.800
46,11,777.773,206.409,4.730,2.961,127.750,0.780,100,1.598,0.626,0.759
47,33,735.985,216.652,9.894,4.247,48.135,0.270,100,2.330,0.429,0.437
48,37,780.824,215.932,7.284,6.468,2.660,0.375,100,1.126,0.888,0.569
49,8,723.375,215.500,5.266,1.934,84.639,0.429,100,2.722,0.367,0.552
50,2,720.000,219.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
