 ,Area,X,Y,Major,Minor,Angle,Circ.,%Area,AR,Round,Solidity
1,11,813.773,76.045,4.222,3.317,57.885,0.976,100,1.273,0.786,0.786
2,51,818.382,89.500,15.505,4.188,81.104,0.269,100,3.702,0.270,0.596
3,4,810.750,87.250,3.192,1.596,18.435,0.857,100,2.000,0.500,0.800
4,4,795.500,91.000,4.441,1.147,58.283,0.457,100,3.873,0.258,0.571
5,61,806.434,99.467,15.925,4.877,70.732,0.274,100,3.265,0.306,0.517
6,8,794.500,100.000,3.489,2.919,90.000,0.914,100,1.195,0.837,0.800
7,57,802.289,114.465,11.600,6.256,144.415,0.149,100,1.854,0.539,0.386
8,5,783.700,112.300,3.833,1.661,135.000,0.873,100,2.308,0.433,0.769
9,18,796.167,119.056,8.114,2.825,77.597,0.461,100,2.872,0.348,0.679
10,16,780.562,120.000,7.309,2.787,67.053,0.322,100,2.622,0.381,0.500
11,19,815.711,117.658,9.462,2.557,14.883,0.526,100,3.701,0.270,0.760
12,2,791.500,123.000,2.257,1.128,90.000,1.000,100,2.000,0.500,1.000
13,563,796.308,156.571,37.965,18.881,97.876,0.056,100,2.011,0.497,0.336
14,28,818.607,133.821,10.863,3.282,71.302,0.133,100,3.310,0.302,0.389
15,6,773.500,129.000,5.025,1.520,162.391,0.615,100,3.306,0.302,0.750
16,13,774.962,130.731,7.022,2.357,9.785,0.301,100,2.979,0.336,0.481
17,23,766.152,139.761,10.099,2.900,71.414,0.301,100,3.483,0.287,0.582
18,48,807.646,149.521,14.632,4.177,73.005,0.245,100,3.503,0.285,0.455
19,5,814.900,144.500,5.642,1.128,54.462,0.354,100,5.000,0.200,0.526
20,63,763.611,155.151,9.489,8.454,154.280,0.225,100,1.122,0.891,0.412
21,5,782.700,150.500,4.839,1.316,101.749,0.462,100,3.678,0.272,0.667
22,7,785.786,156.500,5.488,1.624,76.985,0.293,100,3.379,0.296,0.467
23,2,781.000,161.500,2.257,1.128,0.000,1.000,100,2.000,0.500,1.000
24,4,769.000,163.750,3.969,1.283,17.609,0.611,100,3.093,0.323,0.667
25,5,762.900,165.700,3.713,1.715,96.047,0.572,100,2.165,0.462,0.667
26,4,766.250,167.750,3.192,1.596,71.565,0.857,100,2.000,0.500,0.800
27,21,752.310,170.738,6.659,4.015,24.477,0.690,100,1.658,0.603,0.712
28,13,773.192,172.885,5.150,3.214,64.757,0.697,100,1.603,0.624,0.743
29,27,767.463,176.722,7.402,4.644,96.388,0.643,100,1.594,0.627,0.720
30,8,784.250,175.750,3.797,2.682,97.018,0.914,100,1.416,0.706,0.800
